  0%|          | 0/5000 [00:00<?, ?it/s][WARNING|logging.py:328] 2025-08-29 08:01:35,710 >> `use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
                                                   
{'loss': 0.3115, 'grad_norm': 1.8098933696746826, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.1498, 'grad_norm': 1.594089388847351, 'learning_rate': 4.557266962318889e-06, 'epoch': 0.58}
{'loss': 0.1485, 'grad_norm': 1.3070001602172852, 'learning_rate': 4.553790123174198e-06, 'epoch': 0.58}
{'loss': 0.1415, 'grad_norm': 1.2770839929580688, 'learning_rate': 4.5503135015067815e-06, 'epoch': 0.58}
{'loss': 0.1439, 'grad_norm': 1.2330012321472168, 'learning_rate': 4.546837099011101e-06, 'epoch': 0.58}
{'loss': 0.1489, 'grad_norm': 1.4702770709991455, 'learning_rate': 4.543360917381512e-06, 'epoch': 0.58}
{'loss': 0.1549, 'grad_norm': 1.1559690237045288, 'learning_rate': 4.539884958312265e-06, 'epoch': 0.58}
{'loss': 0.3673, 'grad_norm': 16.15959930419922, 'learning_rate': 4.5364092234975e-06, 'epoch': 0.58}
{'loss': 0.1629, 'grad_norm': 1.3121001720428467, 'learning_rate': 4.532933714631248e-06, 'epoch': 0.58}
{'loss': 0.1839, 'grad_norm': 1.2994203567504883, 'learning_rate': 4.529458433407429e-06, 'epoch': 0.58}
{'loss': 0.1552, 'grad_norm': 1.5126276016235352, 'learning_rate': 4.525983381519853e-06, 'epoch': 0.58}
{'loss': 0.1494, 'grad_norm': 1.400073528289795, 'learning_rate': 4.522508560662219e-06, 'epoch': 0.58}
{'loss': 0.1669, 'grad_norm': 1.5897831916809082, 'learning_rate': 4.519033972528114e-06, 'epoch': 0.58}
{'loss': 0.162, 'grad_norm': 2.146106243133545, 'learning_rate': 4.5155596188110055e-06, 'epoch': 0.58}
{'loss': 0.179, 'grad_norm': 1.921174168586731, 'learning_rate': 4.512085501204254e-06, 'epoch': 0.58}
{'loss': 0.1626, 'grad_norm': 1.5953342914581299, 'learning_rate': 4.508611621401102e-06, 'epoch': 0.58}
{'loss': 0.1401, 'grad_norm': 1.2135534286499023, 'learning_rate': 4.505137981094675e-06, 'epoch': 0.58}
{'loss': 0.1484, 'grad_norm': 1.0845046043395996, 'learning_rate': 4.5016645819779865e-06, 'epoch': 0.58}
{'loss': 0.1581, 'grad_norm': 1.3707023859024048, 'learning_rate': 4.4981914257439254e-06, 'epoch': 0.58}
{'loss': 0.1405, 'grad_norm': 1.5875788927078247, 'learning_rate': 4.494718514085269e-06, 'epoch': 0.58}
{'loss': 0.1737, 'grad_norm': 1.6048585176467896, 'learning_rate': 4.491245848694669e-06, 'epoch': 0.58}
{'loss': 0.158, 'grad_norm': 3.5860157012939453, 'learning_rate': 4.487773431264664e-06, 'epoch': 0.58}
{'loss': 0.1532, 'grad_norm': 1.9318861961364746, 'learning_rate': 4.484301263487664e-06, 'epoch': 0.58}
{'loss': 0.1344, 'grad_norm': 1.0827692747116089, 'learning_rate': 4.4808293470559645e-06, 'epoch': 0.58}
{'loss': 0.1452, 'grad_norm': 1.5646969079971313, 'learning_rate': 4.477357683661734e-06, 'epoch': 0.58}
{'loss': 0.1421, 'grad_norm': 1.2709943056106567, 'learning_rate': 4.473886274997018e-06, 'epoch': 0.58}
{'loss': 0.1469, 'grad_norm': 1.28317129611969, 'learning_rate': 4.470415122753742e-06, 'epoch': 0.58}
{'loss': 0.1468, 'grad_norm': 1.2079589366912842, 'learning_rate': 4.466944228623701e-06, 'epoch': 0.58}
{'loss': 0.1428, 'grad_norm': 1.078633427619934, 'learning_rate': 4.463473594298567e-06, 'epoch': 0.58}
{'loss': 0.1448, 'grad_norm': 1.8789970874786377, 'learning_rate': 4.460003221469886e-06, 'epoch': 0.58}
{'loss': 0.1389, 'grad_norm': 1.427528977394104, 'learning_rate': 4.456533111829076e-06, 'epoch': 0.58}
{'loss': 0.1452, 'grad_norm': 1.3379933834075928, 'learning_rate': 4.453063267067424e-06, 'epoch': 0.58}
{'loss': 0.1555, 'grad_norm': 1.081679344177246, 'learning_rate': 4.44959368887609e-06, 'epoch': 0.58}
{'loss': 0.1635, 'grad_norm': 1.3980039358139038, 'learning_rate': 4.446124378946108e-06, 'epoch': 0.58}
{'loss': 0.1424, 'grad_norm': 1.3898382186889648, 'learning_rate': 4.442655338968373e-06, 'epoch': 0.58}
{'loss': 0.136, 'grad_norm': 1.075537919998169, 'learning_rate': 4.439186570633656e-06, 'epoch': 0.58}
{'loss': 0.1776, 'grad_norm': 3.14686918258667, 'learning_rate': 4.4357180756325915e-06, 'epoch': 0.58}
{'loss': 0.1822, 'grad_norm': 2.5491549968719482, 'learning_rate': 4.432249855655681e-06, 'epoch': 0.58}
{'loss': 0.1413, 'grad_norm': 1.0387113094329834, 'learning_rate': 4.428781912393299e-06, 'epoch': 0.58}
{'loss': 0.1465, 'grad_norm': 1.4823651313781738, 'learning_rate': 4.425314247535668e-06, 'epoch': 0.58}
{'loss': 0.1442, 'grad_norm': 1.0500140190124512, 'learning_rate': 4.4218468627728935e-06, 'epoch': 0.58}
{'loss': 0.1477, 'grad_norm': 1.2206751108169556, 'learning_rate': 4.418379759794934e-06, 'epoch': 0.58}
{'loss': 0.171, 'grad_norm': 2.107160806655884, 'learning_rate': 4.414912940291614e-06, 'epoch': 0.58}
{'loss': 0.1576, 'grad_norm': 1.7820252180099487, 'learning_rate': 4.4114464059526185e-06, 'epoch': 0.58}
{'loss': 0.1543, 'grad_norm': 1.344515085220337, 'learning_rate': 4.4079801584674955e-06, 'epoch': 0.58}
{'loss': 0.1524, 'grad_norm': 1.4424289464950562, 'learning_rate': 4.404514199525651e-06, 'epoch': 0.59}
{'loss': 0.1558, 'grad_norm': 1.201648235321045, 'learning_rate': 4.401048530816353e-06, 'epoch': 0.59}
{'loss': 0.1824, 'grad_norm': 3.4554688930511475, 'learning_rate': 4.397583154028725e-06, 'epoch': 0.59}
{'loss': 0.1648, 'grad_norm': 2.0702593326568604, 'learning_rate': 4.394118070851749e-06, 'epoch': 0.59}
{'loss': 0.1457, 'grad_norm': 0.9096912145614624, 'learning_rate': 4.390653282974264e-06, 'epoch': 0.59}
{'loss': 0.1602, 'grad_norm': 1.2000764608383179, 'learning_rate': 4.387188792084967e-06, 'epoch': 0.59}
{'loss': 0.142, 'grad_norm': 2.1312670707702637, 'learning_rate': 4.383724599872407e-06, 'epoch': 0.59}
{'loss': 0.1598, 'grad_norm': 1.285181999206543, 'learning_rate': 4.380260708024991e-06, 'epoch': 0.59}
{'loss': 0.143, 'grad_norm': 1.3392804861068726, 'learning_rate': 4.376797118230978e-06, 'epoch': 0.59}
{'loss': 0.1669, 'grad_norm': 1.2491204738616943, 'learning_rate': 4.373333832178478e-06, 'epoch': 0.59}
{'loss': 0.1382, 'grad_norm': 1.2041704654693604, 'learning_rate': 4.369870851555457e-06, 'epoch': 0.59}
{'loss': 0.1436, 'grad_norm': 1.3911744356155396, 'learning_rate': 4.366408178049728e-06, 'epoch': 0.59}
{'loss': 0.1322, 'grad_norm': 1.2004904747009277, 'learning_rate': 4.362945813348956e-06, 'epoch': 0.59}
{'loss': 0.1384, 'grad_norm': 1.2845640182495117, 'learning_rate': 4.359483759140654e-06, 'epoch': 0.59}
{'loss': 0.1345, 'grad_norm': 1.1562880277633667, 'learning_rate': 4.356022017112187e-06, 'epoch': 0.59}
{'loss': 0.1381, 'grad_norm': 1.1121851205825806, 'learning_rate': 4.352560588950766e-06, 'epoch': 0.59}
{'loss': 0.1433, 'grad_norm': 1.126034140586853, 'learning_rate': 4.349099476343448e-06, 'epoch': 0.59}
{'loss': 0.1492, 'grad_norm': 1.6114025115966797, 'learning_rate': 4.34563868097714e-06, 'epoch': 0.59}
{'loss': 0.1506, 'grad_norm': 1.8089098930358887, 'learning_rate': 4.342178204538588e-06, 'epoch': 0.59}
{'loss': 0.155, 'grad_norm': 2.2493560314178467, 'learning_rate': 4.3387180487143875e-06, 'epoch': 0.59}
{'loss': 0.1587, 'grad_norm': 1.405165672302246, 'learning_rate': 4.335258215190979e-06, 'epoch': 0.59}
{'loss': 0.1429, 'grad_norm': 1.4674936532974243, 'learning_rate': 4.331798705654639e-06, 'epoch': 0.59}
{'loss': 0.1539, 'grad_norm': 1.4418549537658691, 'learning_rate': 4.328339521791493e-06, 'epoch': 0.59}
{'loss': 0.1454, 'grad_norm': 1.2544031143188477, 'learning_rate': 4.3248806652875045e-06, 'epoch': 0.59}
{'loss': 0.151, 'grad_norm': 1.3600395917892456, 'learning_rate': 4.321422137828479e-06, 'epoch': 0.59}
{'loss': 0.1367, 'grad_norm': 0.9184165596961975, 'learning_rate': 4.317963941100059e-06, 'epoch': 0.59}
{'loss': 0.1668, 'grad_norm': 1.5146087408065796, 'learning_rate': 4.314506076787729e-06, 'epoch': 0.59}
{'loss': 0.1471, 'grad_norm': 1.2878475189208984, 'learning_rate': 4.31104854657681e-06, 'epoch': 0.59}
{'loss': 0.1512, 'grad_norm': 1.1355888843536377, 'learning_rate': 4.307591352152459e-06, 'epoch': 0.59}
{'loss': 0.1421, 'grad_norm': 1.743594765663147, 'learning_rate': 4.304134495199675e-06, 'epoch': 0.59}
{'loss': 0.1437, 'grad_norm': 1.1695361137390137, 'learning_rate': 4.300677977403281e-06, 'epoch': 0.59}
{'loss': 0.1508, 'grad_norm': 1.5987377166748047, 'learning_rate': 4.297221800447946e-06, 'epoch': 0.59}
{'loss': 0.1454, 'grad_norm': 1.7547742128372192, 'learning_rate': 4.293765966018167e-06, 'epoch': 0.59}
{'loss': 0.1476, 'grad_norm': 1.088501214981079, 'learning_rate': 4.290310475798278e-06, 'epoch': 0.59}
{'loss': 0.1435, 'grad_norm': 1.1202589273452759, 'learning_rate': 4.286855331472442e-06, 'epoch': 0.59}
{'loss': 0.1411, 'grad_norm': 1.0585317611694336, 'learning_rate': 4.283400534724654e-06, 'epoch': 0.59}
{'loss': 0.1483, 'grad_norm': 1.1322072744369507, 'learning_rate': 4.279946087238739e-06, 'epoch': 0.59}
{'loss': 0.151, 'grad_norm': 1.5460611581802368, 'learning_rate': 4.2764919906983545e-06, 'epoch': 0.59}
{'loss': 0.1633, 'grad_norm': 2.035177707672119, 'learning_rate': 4.273038246786986e-06, 'epoch': 0.59}
{'loss': 0.1493, 'grad_norm': 1.631829023361206, 'learning_rate': 4.269584857187942e-06, 'epoch': 0.59}
{'loss': 0.1527, 'grad_norm': 1.2173832654953003, 'learning_rate': 4.266131823584368e-06, 'epoch': 0.59}
{'loss': 0.1682, 'grad_norm': 1.566457986831665, 'learning_rate': 4.262679147659227e-06, 'epoch': 0.59}
{'loss': 0.1409, 'grad_norm': 1.1149804592132568, 'learning_rate': 4.259226831095311e-06, 'epoch': 0.59}
{'loss': 0.1402, 'grad_norm': 1.3611271381378174, 'learning_rate': 4.255774875575239e-06, 'epoch': 0.59}
{'loss': 0.1473, 'grad_norm': 1.1592354774475098, 'learning_rate': 4.2523232827814534e-06, 'epoch': 0.59}
{'loss': 0.1468, 'grad_norm': 1.6326384544372559, 'learning_rate': 4.248872054396215e-06, 'epoch': 0.59}
{'loss': 0.148, 'grad_norm': 1.2515641450881958, 'learning_rate': 4.245421192101613e-06, 'epoch': 0.59}
{'loss': 0.1696, 'grad_norm': 1.2658028602600098, 'learning_rate': 4.241970697579557e-06, 'epoch': 0.59}
{'loss': 0.1497, 'grad_norm': 1.2238664627075195, 'learning_rate': 4.238520572511773e-06, 'epoch': 0.59}
{'loss': 0.1504, 'grad_norm': 1.4873120784759521, 'learning_rate': 4.23507081857981e-06, 'epoch': 0.59}
{'loss': 0.1586, 'grad_norm': 1.6474591493606567, 'learning_rate': 4.23162143746504e-06, 'epoch': 0.6}
{'loss': 0.1526, 'grad_norm': 1.2956160306930542, 'learning_rate': 4.228172430848645e-06, 'epoch': 0.6}
{'loss': 0.1603, 'grad_norm': 1.7486094236373901, 'learning_rate': 4.224723800411631e-06, 'epoch': 0.6}
{'loss': 0.1444, 'grad_norm': 1.5287376642227173, 'learning_rate': 4.22127554783482e-06, 'epoch': 0.6}
{'loss': 0.1663, 'grad_norm': 2.357114553451538, 'learning_rate': 4.217827674798845e-06, 'epoch': 0.6}
{'loss': 0.1551, 'grad_norm': 1.6692359447479248, 'learning_rate': 4.2143801829841635e-06, 'epoch': 0.6}
{'loss': 0.115, 'grad_norm': 2.2063956260681152, 'learning_rate': 4.210933074071033e-06, 'epoch': 0.6}
{'loss': 0.1557, 'grad_norm': 3.9599242210388184, 'learning_rate': 4.207486349739538e-06, 'epoch': 0.6}
{'loss': 0.1455, 'grad_norm': 1.110177755355835, 'learning_rate': 4.204040011669567e-06, 'epoch': 0.6}
{'loss': 0.1454, 'grad_norm': 1.0827924013137817, 'learning_rate': 4.200594061540827e-06, 'epoch': 0.6}
{'loss': 0.1483, 'grad_norm': 1.3398383855819702, 'learning_rate': 4.197148501032829e-06, 'epoch': 0.6}
{'loss': 0.1439, 'grad_norm': 1.6409939527511597, 'learning_rate': 4.193703331824898e-06, 'epoch': 0.6}
{'loss': 0.1556, 'grad_norm': 1.5121511220932007, 'learning_rate': 4.190258555596168e-06, 'epoch': 0.6}
{'loss': 0.1392, 'grad_norm': 1.1070791482925415, 'learning_rate': 4.186814174025582e-06, 'epoch': 0.6}
{'loss': 0.1495, 'grad_norm': 1.3392184972763062, 'learning_rate': 4.183370188791891e-06, 'epoch': 0.6}
{'loss': 0.1403, 'grad_norm': 0.8738794326782227, 'learning_rate': 4.179926601573645e-06, 'epoch': 0.6}
{'loss': 0.1681, 'grad_norm': 4.000386714935303, 'learning_rate': 4.176483414049214e-06, 'epoch': 0.6}
{'loss': 0.152, 'grad_norm': 2.194214105606079, 'learning_rate': 4.173040627896762e-06, 'epoch': 0.6}
{'loss': 0.1568, 'grad_norm': 1.4314031600952148, 'learning_rate': 4.169598244794261e-06, 'epoch': 0.6}
{'loss': 0.1485, 'grad_norm': 1.1410104036331177, 'learning_rate': 4.166156266419489e-06, 'epoch': 0.6}
{'loss': 0.1381, 'grad_norm': 1.0430824756622314, 'learning_rate': 4.162714694450023e-06, 'epoch': 0.6}
{'loss': 0.1706, 'grad_norm': 1.9236761331558228, 'learning_rate': 4.159273530563243e-06, 'epoch': 0.6}
{'loss': 0.1617, 'grad_norm': 1.9297218322753906, 'learning_rate': 4.155832776436331e-06, 'epoch': 0.6}
{'loss': 0.1537, 'grad_norm': 1.434594750404358, 'learning_rate': 4.15239243374627e-06, 'epoch': 0.6}
{'loss': 0.1478, 'grad_norm': 1.0508378744125366, 'learning_rate': 4.148952504169839e-06, 'epoch': 0.6}
  warnings.warn(
[INFO|trainer.py:3984] 2025-08-29 10:30:22,209 >> Saving model checkpoint to /mnt/lustrenew/mllm_safety-shared/tmp/fanyuyu/models/watermark/meta-llama/Meta-Llama-3.1-8B-logit-watermark-distill-kgw-k1-gamma0.25-delta2/checkpoint-3000
[INFO|configuration_utils.py:419] 2025-08-29 10:30:22,222 >> Configuration saved in /mnt/lustrenew/mllm_safety-shared/tmp/fanyuyu/models/watermark/meta-llama/Meta-Llama-3.1-8B-logit-watermark-distill-kgw-k1-gamma0.25-delta2/checkpoint-3000/config.json
[INFO|configuration_utils.py:911] 2025-08-29 10:30:22,223 >> Configuration saved in /mnt/lustrenew/mllm_safety-shared/tmp/fanyuyu/models/watermark/meta-llama/Meta-Llama-3.1-8B-logit-watermark-distill-kgw-k1-gamma0.25-delta2/checkpoint-3000/generation_config.json
[INFO|modeling_utils.py:3580] 2025-08-29 10:31:01,896 >> The model is bigger than the maximum size per checkpoint (5GB) and is going to be split in 7 checkpoint shards. You can find where each parameters has been saved in the index located at /mnt/lustrenew/mllm_safety-shared/tmp/fanyuyu/models/watermark/meta-llama/Meta-Llama-3.1-8B-logit-watermark-distill-kgw-k1-gamma0.25-delta2/checkpoint-3000/model.safetensors.index.json.
[INFO|tokenization_utils_base.py:2510] 2025-08-29 10:31:01,900 >> tokenizer config file saved in /mnt/lustrenew/mllm_safety-shared/tmp/fanyuyu/models/watermark/meta-llama/Meta-Llama-3.1-8B-logit-watermark-distill-kgw-k1-gamma0.25-delta2/checkpoint-3000/tokenizer_config.json
[INFO|tokenization_utils_base.py:2519] 2025-08-29 10:31:01,901 >> Special tokens file saved in /mnt/lustrenew/mllm_safety-shared/tmp/fanyuyu/models/watermark/meta-llama/Meta-Llama-3.1-8B-logit-watermark-distill-kgw-k1-gamma0.25-delta2/checkpoint-3000/special_tokens_map.json
/mnt/petrelfs/fanyuyu/miniconda3/envs/visual-stitching/lib/python3.10/site-packages/torch/distributed/fsdp/fully_sharded_data_parallel.py:690: FutureWarning: FSDP.state_dict_type() and FSDP.set_state_dict_type() are being deprecated. Please use APIs, get_state_dict() and set_state_dict(), which can support different parallelisms, FSDP1, FSDP2, DDP. API doc: https://pytorch.org/docs/stable/distributed.checkpoint.html#torch.distributed.checkpoint.state_dict.get_state_dict .Tutorial: https://pytorch.org/tutorials/recipes/distributed_checkpoint_recipe.html .
  warnings.warn(
                                                        
{'loss': 0.1488, 'grad_norm': 1.0801279544830322, 'learning_rate': 4.145512989383618e-06, 'epoch': 0.6}
{'loss': 0.1676, 'grad_norm': 2.2107977867126465, 'learning_rate': 4.142073891063986e-06, 'epoch': 0.6}
{'loss': 0.1438, 'grad_norm': 1.002393364906311, 'learning_rate': 4.138635210887117e-06, 'epoch': 0.6}
{'loss': 0.1511, 'grad_norm': 1.5217000246047974, 'learning_rate': 4.135196950528982e-06, 'epoch': 0.6}
{'loss': 0.1461, 'grad_norm': 1.325950026512146, 'learning_rate': 4.131759111665349e-06, 'epoch': 0.6}
{'loss': 0.1598, 'grad_norm': 1.488787055015564, 'learning_rate': 4.128321695971775e-06, 'epoch': 0.6}
{'loss': 0.1502, 'grad_norm': 1.6637840270996094, 'learning_rate': 4.124884705123619e-06, 'epoch': 0.6}
{'loss': 0.1706, 'grad_norm': 1.6819641590118408, 'learning_rate': 4.121448140796029e-06, 'epoch': 0.6}
{'loss': 0.1389, 'grad_norm': 1.1844183206558228, 'learning_rate': 4.118012004663939e-06, 'epoch': 0.6}
{'loss': 0.1524, 'grad_norm': 1.5749996900558472, 'learning_rate': 4.114576298402085e-06, 'epoch': 0.6}
{'loss': 0.1674, 'grad_norm': 1.6244332790374756, 'learning_rate': 4.111141023684986e-06, 'epoch': 0.6}
{'loss': 0.1445, 'grad_norm': 1.2338062524795532, 'learning_rate': 4.107706182186954e-06, 'epoch': 0.6}
{'loss': 0.1487, 'grad_norm': 1.1881595849990845, 'learning_rate': 4.104271775582089e-06, 'epoch': 0.6}
{'loss': 0.153, 'grad_norm': 0.9927163124084473, 'learning_rate': 4.100837805544279e-06, 'epoch': 0.6}
{'loss': 0.1598, 'grad_norm': 2.105940341949463, 'learning_rate': 4.0974042737472005e-06, 'epoch': 0.6}
{'loss': 0.1508, 'grad_norm': 1.4195421934127808, 'learning_rate': 4.093971181864313e-06, 'epoch': 0.6}
{'loss': 0.1341, 'grad_norm': 1.3437867164611816, 'learning_rate': 4.090538531568867e-06, 'epoch': 0.6}
{'loss': 0.1457, 'grad_norm': 1.2430731058120728, 'learning_rate': 4.087106324533891e-06, 'epoch': 0.6}
{'loss': 0.1603, 'grad_norm': 1.7644954919815063, 'learning_rate': 4.083674562432203e-06, 'epoch': 0.6}
{'loss': 0.1414, 'grad_norm': 1.040618896484375, 'learning_rate': 4.0802432469364e-06, 'epoch': 0.6}
{'loss': 0.1579, 'grad_norm': 1.2952462434768677, 'learning_rate': 4.0768123797188665e-06, 'epoch': 0.6}
{'loss': 0.1507, 'grad_norm': 4.57474946975708, 'learning_rate': 4.073381962451764e-06, 'epoch': 0.6}
{'loss': 0.1539, 'grad_norm': 1.447527527809143, 'learning_rate': 4.069951996807034e-06, 'epoch': 0.6}
{'loss': 0.14, 'grad_norm': 1.247994065284729, 'learning_rate': 4.066522484456406e-06, 'epoch': 0.6}
{'loss': 0.1409, 'grad_norm': 1.1297218799591064, 'learning_rate': 4.063093427071376e-06, 'epoch': 0.6}
{'loss': 0.1671, 'grad_norm': 1.6482185125350952, 'learning_rate': 4.0596648263232315e-06, 'epoch': 0.61}
{'loss': 0.1513, 'grad_norm': 1.2686551809310913, 'learning_rate': 4.0562366838830255e-06, 'epoch': 0.61}
{'loss': 0.1619, 'grad_norm': 2.0282678604125977, 'learning_rate': 4.052809001421595e-06, 'epoch': 0.61}
{'loss': 0.1431, 'grad_norm': 1.1191154718399048, 'learning_rate': 4.0493817806095504e-06, 'epoch': 0.61}
{'loss': 0.1738, 'grad_norm': 2.182003974914551, 'learning_rate': 4.045955023117276e-06, 'epoch': 0.61}
{'loss': 0.139, 'grad_norm': 2.070965528488159, 'learning_rate': 4.042528730614935e-06, 'epoch': 0.61}
{'loss': 0.1316, 'grad_norm': 1.2487890720367432, 'learning_rate': 4.039102904772459e-06, 'epoch': 0.61}
{'loss': 0.17, 'grad_norm': 1.5431979894638062, 'learning_rate': 4.035677547259555e-06, 'epoch': 0.61}
{'loss': 0.1582, 'grad_norm': 1.706821322441101, 'learning_rate': 4.032252659745699e-06, 'epoch': 0.61}
{'loss': 0.1426, 'grad_norm': 1.046781063079834, 'learning_rate': 4.028828243900141e-06, 'epoch': 0.61}
{'loss': 0.1313, 'grad_norm': 0.8335530757904053, 'learning_rate': 4.025404301391898e-06, 'epoch': 0.61}
{'loss': 0.1391, 'grad_norm': 1.4317293167114258, 'learning_rate': 4.02198083388976e-06, 'epoch': 0.61}
{'loss': 0.1617, 'grad_norm': 1.672790288925171, 'learning_rate': 4.018557843062282e-06, 'epoch': 0.61}
{'loss': 0.1322, 'grad_norm': 1.0477474927902222, 'learning_rate': 4.015135330577787e-06, 'epoch': 0.61}
{'loss': 0.1451, 'grad_norm': 1.17186439037323, 'learning_rate': 4.0117132981043695e-06, 'epoch': 0.61}
{'loss': 0.1481, 'grad_norm': 1.6360588073730469, 'learning_rate': 4.0082917473098845e-06, 'epoch': 0.61}
{'loss': 0.1542, 'grad_norm': 1.6050388813018799, 'learning_rate': 4.004870679861953e-06, 'epoch': 0.61}
{'loss': 0.1374, 'grad_norm': 1.0473483800888062, 'learning_rate': 4.001450097427965e-06, 'epoch': 0.61}
{'loss': 0.134, 'grad_norm': 0.9572141766548157, 'learning_rate': 3.9980300016750696e-06, 'epoch': 0.61}
{'loss': 0.1272, 'grad_norm': 0.9942677021026611, 'learning_rate': 3.994610394270178e-06, 'epoch': 0.61}
{'loss': 0.1456, 'grad_norm': 1.535913348197937, 'learning_rate': 3.991191276879966e-06, 'epoch': 0.61}
{'loss': 0.1622, 'grad_norm': 1.1913188695907593, 'learning_rate': 3.987772651170871e-06, 'epoch': 0.61}
{'loss': 0.1363, 'grad_norm': 1.3133314847946167, 'learning_rate': 3.98435451880909e-06, 'epoch': 0.61}
{'loss': 0.1365, 'grad_norm': 1.2859888076782227, 'learning_rate': 3.980936881460576e-06, 'epoch': 0.61}
{'loss': 0.116, 'grad_norm': 0.9295663237571716, 'learning_rate': 3.977519740791049e-06, 'epoch': 0.61}
{'loss': 0.1166, 'grad_norm': 0.8455553650856018, 'learning_rate': 3.974103098465976e-06, 'epoch': 0.61}
{'loss': 0.1483, 'grad_norm': 1.2390979528427124, 'learning_rate': 3.970686956150595e-06, 'epoch': 0.61}
{'loss': 0.1473, 'grad_norm': 0.9867136478424072, 'learning_rate': 3.967271315509884e-06, 'epoch': 0.61}
{'loss': 0.151, 'grad_norm': 1.3306430578231812, 'learning_rate': 3.963856178208588e-06, 'epoch': 0.61}
{'loss': 0.5211, 'grad_norm': 16.7230281829834, 'learning_rate': 3.960441545911205e-06, 'epoch': 0.61}
{'loss': 0.2023, 'grad_norm': 2.569878339767456, 'learning_rate': 3.957027420281981e-06, 'epoch': 0.61}
{'loss': 0.1432, 'grad_norm': 1.2153680324554443, 'learning_rate': 3.9536138029849244e-06, 'epoch': 0.61}
{'loss': 0.139, 'grad_norm': 1.6753901243209839, 'learning_rate': 3.950200695683788e-06, 'epoch': 0.61}
{'loss': 0.141, 'grad_norm': 1.1913989782333374, 'learning_rate': 3.94678810004208e-06, 'epoch': 0.61}
{'loss': 0.1469, 'grad_norm': 1.4785466194152832, 'learning_rate': 3.943376017723058e-06, 'epoch': 0.61}
{'loss': 0.182, 'grad_norm': 2.899904251098633, 'learning_rate': 3.939964450389728e-06, 'epoch': 0.61}
{'loss': 0.1817, 'grad_norm': 2.6662423610687256, 'learning_rate': 3.936553399704848e-06, 'epoch': 0.61}
{'loss': 0.2258, 'grad_norm': 3.4514598846435547, 'learning_rate': 3.933142867330921e-06, 'epoch': 0.61}
{'loss': 0.2815, 'grad_norm': 4.096314430236816, 'learning_rate': 3.9297328549302e-06, 'epoch': 0.61}
{'loss': 0.1756, 'grad_norm': 2.3932201862335205, 'learning_rate': 3.926323364164684e-06, 'epoch': 0.61}
{'loss': 0.1644, 'grad_norm': 2.5064120292663574, 'learning_rate': 3.922914396696118e-06, 'epoch': 0.61}
{'loss': 0.199, 'grad_norm': 5.886946201324463, 'learning_rate': 3.91950595418599e-06, 'epoch': 0.61}
{'loss': 0.2198, 'grad_norm': 4.408860206604004, 'learning_rate': 3.9160980382955336e-06, 'epoch': 0.61}
{'loss': 0.1586, 'grad_norm': 2.470658779144287, 'learning_rate': 3.912690650685726e-06, 'epoch': 0.61}
{'loss': 0.1352, 'grad_norm': 1.4664356708526611, 'learning_rate': 3.909283793017289e-06, 'epoch': 0.61}
{'loss': 0.1502, 'grad_norm': 1.2735931873321533, 'learning_rate': 3.905877466950679e-06, 'epoch': 0.61}
{'loss': 0.172, 'grad_norm': 1.9156644344329834, 'learning_rate': 3.902471674146099e-06, 'epoch': 0.61}
{'loss': 0.1222, 'grad_norm': 1.0713160037994385, 'learning_rate': 3.899066416263493e-06, 'epoch': 0.61}
{'loss': 0.1462, 'grad_norm': 1.010664701461792, 'learning_rate': 3.895661694962542e-06, 'epoch': 0.61}
{'loss': 0.1507, 'grad_norm': 1.3679670095443726, 'learning_rate': 3.892257511902664e-06, 'epoch': 0.61}
{'loss': 0.1327, 'grad_norm': 1.4035710096359253, 'learning_rate': 3.888853868743018e-06, 'epoch': 0.62}
{'loss': 0.1454, 'grad_norm': 1.477028727531433, 'learning_rate': 3.885450767142498e-06, 'epoch': 0.62}
{'loss': 0.1405, 'grad_norm': 0.9588349461555481, 'learning_rate': 3.882048208759735e-06, 'epoch': 0.62}
{'loss': 0.1741, 'grad_norm': 2.9879910945892334, 'learning_rate': 3.8786461952530955e-06, 'epoch': 0.62}
{'loss': 0.1595, 'grad_norm': 1.823606014251709, 'learning_rate': 3.875244728280676e-06, 'epoch': 0.62}
{'loss': 0.1451, 'grad_norm': 3.086160182952881, 'learning_rate': 3.871843809500313e-06, 'epoch': 0.62}
{'loss': 0.139, 'grad_norm': 1.3735946416854858, 'learning_rate': 3.868443440569571e-06, 'epoch': 0.62}
{'loss': 0.1424, 'grad_norm': 1.4827766418457031, 'learning_rate': 3.865043623145751e-06, 'epoch': 0.62}
{'loss': 0.1484, 'grad_norm': 1.6437679529190063, 'learning_rate': 3.86164435888588e-06, 'epoch': 0.62}
{'loss': 0.1398, 'grad_norm': 1.2314380407333374, 'learning_rate': 3.8582456494467214e-06, 'epoch': 0.62}
{'loss': 0.1439, 'grad_norm': 1.2194331884384155, 'learning_rate': 3.854847496484762e-06, 'epoch': 0.62}
{'loss': 0.1394, 'grad_norm': 0.9989436268806458, 'learning_rate': 3.8514499016562216e-06, 'epoch': 0.62}
{'loss': 0.14, 'grad_norm': 0.9887440800666809, 'learning_rate': 3.8480528666170495e-06, 'epoch': 0.62}
